text,sentiment,confidence
Atsushi735 Ye movie bahut badhiya hai,Negative,38.84765803813934
Im watching again for the second time Ive never watched a movie and said OMG Wow and Whoa so many times in a movie Love it ,Positive,88.26289772987366
"RT MetjahTebogo AD

Ready for a Career Boost

Exciting news Weve got fresh job vacancies on Jobifiy

Are you a tech rockstar or a re",Positive,45.72627246379852
RT antloewenstein Israels ambassador to Australia with companies who are actively engaged in Gaza testing new tech on occupied Palestin,Positive,31.914478540420532
"あ
きまぐれ
",Positive,33.47459137439728
RT dogeai_gov LindseyGrahamSC realDonaldTrump MikeWaltz47 National security isnt a game of halfmeasures 200B in Chinese tech theft,Negative,57.48656392097473
bbishnoimukesh_ Such a good movie,Positive,53.5747230052948
0nly4PSPK The movie blends comedy action and chaos in perfect balance,Positive,56.68056011199951
"malaa_tech نعم  





  ملاءة

اللهم صل وسلم على نبينا محمد
",Negative,24.509868025779724
CalltoActivism HEY ASSSSHOLES THE CIA NSA RAN THE OP AND SUPPLIED THE TECH AND BACKDOORED THE BS INFO THAT DIDNT MEAN SHIT SNYWAY AND NO EFFECT ON OPERATIONAL SECURITY   SO FUKOFF RATS,Negative,75.26037693023682
"Kyo  So RADIO 始まるよー
",Positive,31.92356824874878
"ジレンマ
",Positive,25.092875957489014
"Hot News Get in on the X Token Presale now

 Link  

 Invited users RA_TECH_WEB3 MikeshWaje Lalrinf11930538 reza_vsg Dr_Crypto24 YAzeliana28906 Usmankob Exposinwokeness Salmanarshad122 Nurayunusajby",Positive,32.52312242984772
EvelinaHahne So we can make a Malcom X movie and use Henry C for the lead role We live in a false world where everything is not what it seems to be,Negative,37.252843379974365
"Looney Tunes are IP but Warner Bros dumped the completed movie and its thanks to an indie distributor that we get to see it at all
Ive shown up for indieanimation now its time for everyone to return the favour by seeing My Boys ",Negative,63.223373889923096
FDMovie Didnt you already have a movie called The Final Destination,Negative,29.99742031097412
"Naeexcite tuloy ako lalo 

KIMPAU MOVIE NOW SHOWING

MLWMYDNowShowing ",Negative,36.89341843128204
RT LeeandLie Hello its me your local tech support  post a tech problem below and I will assist Success guaranteed ,Positive,38.891229033470154
TimesAlgebraIND Watching a movie is masterstroke,Positive,33.04434418678284
"Conspiracy time

What if I told you
Lubin Ludwin and Dimon were all talking behind the scenes
Chain tech in JPMs Onyx  
XCN isnt just a coin its a silent piece of the global financial puzzle
Follow the connections

xcn xcn Crypto Ethereum Altcoins DeFi Web3 ",Negative,45.20360231399536
"arthurcorey80 OldeWorldOrder MattWalshBlog No the original movie was about being trans  Watch it again  

Its great movie But ya",Positive,28.154656291007996
"claa1ree i feel you tyang

KIMPAU MOVIE NOW SHOWING

KIMPAU MLWMYD InSHOWTIME

LOVEAPPEARSinShowtime
MLWMYDNowShowing",Negative,32.637953758239746
"RT maria_0515_ 京浜盃競走信頼度A

フォローRPいいねで無料

能力高く展開の恩恵を受ける今走は強敵揃いでも本命選定に迷う必要なしこのメンバー構成なら求められる能力は1つでそれを活かせる可能性高くスムーズなら突き抜ける

 BOO",Positive,29.568520188331604
AndStillBoxing Variety And Some things matter more than entertaining the brainless masses This movie was ruined because of Gal Gadots acting and support of a genocidal regime The Freepalestine movement sent Starbucks and McDonalds stock stumbling Kids these days dont like genocide Its weird,Negative,54.485344886779785
"RT fhcluk wmhuo168 Years ago somebody once said You gotta be careful when somebody is flying below you

IIRC that person is Paul Gr",Negative,38.16359043121338
Help I have discovered a problem Bitcoin may have ruined SciFi for me I cant enjoy any futuristic movie where any type of governmentbacked Fiat exists ,Negative,24.073824286460876
"RT violet_delta Update I found other tracks that were plagiarized by said user too

pt1
USAO  Psychedelic Machine
Shibahune  Tech",Negative,40.35522639751434
"お友達とげーむ
過疎 中性
",Positive,30.472001433372498
"RT omegakeiba 京浜盃　SS

明らか一頭ポテンシャル違います

フォローampRPで無料 BOOKERS ",Positive,33.16834270954132
RT EricLDaugh BREAKING Mike Waltz announces he spoke with ElonMusk and said tech experts are going to figure out how The Atlantics Jef,Negative,42.800912261009216
IntolerantLeft8 TerryGlavin No Ive never met Mr Glavin but watched him over the years and I doubt he is being misogynist re not a fan of Ms Smith If anything Terry is fair and considerate re strong females  The Mr Smith Goes to Washington is a movie reference not anything else,Negative,80.85681200027466
RT EricLDaugh BREAKING Mike Waltz announces he spoke with ElonMusk and said tech experts are going to figure out how The Atlantics Jef,Negative,42.800912261009216
tsu17nami Speaking specifically to American Jews they would have to in some way been complicit in the conspiracy or the atrocities  Theres 75 million Jews in the US I would say theres a few thousand at the absolute maximum  Media politics tech pharma intelligence amp academia,Negative,33.22412073612213
"rajivmehta19 Water is the new gold Best bet in VA Tech Wabag as of now 
Their quality of work is top notch",Positive,77.89188027381897
"RT MetjahTebogo AD

Ready for a Career Boost

Exciting news Weve got fresh job vacancies on Jobifiy

Are you a tech rockstar or a re",Positive,45.72627246379852
"モイAndroidからキャス配信中 
伊野尾慧 地声似
",Positive,28.797870874404907
deepsleepng Veediki endhuku movie promotion okati chesukovachu gaa,Negative,34.660130739212036
basitox1 JakeGagain MCMovieSolana About time we look upon this gem movie,Positive,25.121819972991943
Atsushi735 We did not like this movie,Negative,57.153499126434326
 Innovation meets decentralization Dive into the world of SpurProtocol and experience the future of finance and tech combined  SpurProtocol,Positive,54.91374731063843
"GReeeeN 愛唄
テニプリ 九州 癒しカテ 初見大歓迎
",Positive,61.16452217102051
"まじひとでなし
",Positive,30.440405011177063
D4V3MakesMusic _Loligagging Rev_says_desu Didnt know that movie got you hard,Negative,33.6929976940155
RT jradoff 1 Beamable is launching the first Decentralized Physical Infrastructure Network DePIN for live services game infrastructur,Positive,54.760438203811646
"Yuva_Charanism MovieT2035 RCThuphan Racha Bruce Lee GAVL VVR GC Aacharya 
The best horror movie actor in tier 2 ",Positive,66.89396500587463
"RT keiba____ 3月26日
大井1R 
Ｃ３二 三

フォローRP無料
本日の朝イチ的中スタートなるか BOOKERS ",Negative,35.52401065826416
gregisenberg GregMoranX How much money would you put down on this bet  Did their revenue go down with prior tech productivity advances,Negative,47.50670790672302
animix_tech ,Positive,37.439125776290894
"RT tekityu_san いいねRPampフォローにて無料公開

G2京浜盃競走S
前走は適性外舞台で見直せる
大井の現馬場amp外回りなら一変可能 BOOKERS ",Positive,33.07126462459564
SonuChoudh10250 This movie is still fun to watch after 20 years,Positive,44.65755820274353
SIROHA_INDIA best entertainment movie,Positive,82.7114462852478
"hotpot_dao realjasonkan megaeth_labs I prefer to buy chains that have proven tech and have launched

Teams launching tokens and NFTs before their chains launch is next level grifting

Just my imo u guys do u though",Positive,30.431169271469116
simply_izay O gabei Pako ka excited gesugo ko bana naku paadtu Ayala wala ko nisugot motanaw ko karun movie,Negative,35.40286123752594
GarbageHuman24 If you think about itWomen are NOT the more Romantic of the Sexesevery Legendary Poem Ballad Play Song Symphony Gensture Gallantry Love Playbook Romance Novel Love Story Movie about LoveALL written by Men,Negative,82.40243792533875
"RT Darky1k SNAI team will release token utility this week

One of the most undervalued tokens by far This tech will be used everywhere",Positive,53.708791732788086
BerettaMama92FS Vgkhockeygirl50 libsoftiktok I hope she keeps making more videos like this I hope every Disney made movie has pre release and post release actors making videos like hers  This movie is looking to be about a 100 million dollar loss Anything that helps cause Hollywoodesp Disney financial loss is ,Negative,64.64468836784363
cumseame DynamoSuperX OHaldaoui Dont bring comics when were talking about a movie,Negative,31.73883855342865
"One more fact about this remarkable movie

In 1989 the United States Library of Congress deemed the film culturally historically or aesthetically significant and selected it as one of the first 25 films for preservation in the National Film Registry

The American Film",Positive,47.82112240791321
Aromoshi3 Great movie,Positive,72.94136881828308
"KIMPAU MOVIE NOW SHOWING 
KIMPAU MLWMYD InSHOWTIME

LOVEAPPEARSinShowtime
MLWMYDNowShowing ",Positive,26.090002059936523
RealJamesWoods Too much bad language  Cant they make a movie without the f word in it a million times Ruined it for me Didnt finish it,Negative,76.93134546279907
Go_Movie_Mango Thankyou so much Sure you can have it I am sending you the details on DM,Positive,58.11469554901123
Priya_j01 Very good movie,Positive,50.06583333015442
"RT hyranetwork Why Were Building on Base

AI is booming yet access to computing power remains locked behind a handful of tech giants",Positive,25.873199105262756
"RT WorldOfGaia5Art CsB RunOn Ada 2025
2260 Stake Bulls Left

Password Hippo  
Stake Youre BullsBelo",Negative,55.27940392494202
 Exploring AI tools to boost creativity amp productivity Tried NotebookLM and the results were amazing Check it out amp share your thoughts  AI Tech Innovation ,Positive,62.935519218444824
chrishasboobs AHHH I HOPE YOUR OK ,Positive,42.58264899253845
misstoriblack cool  i have no tweet apps  for my razr 2,Positive,50.07480978965759
TiannaChaos i know  just family drama its lamehey next time u hang out with kim n u guys like have a sleepover or whatever ill call u,Negative,24.90302175283432
School email wont open  and I have geography stuff on there to revise Stupid School ,Negative,69.81156468391418
upper airways problem ,Negative,33.42981040477753
Going to miss Pastors sermon on Faith ,Positive,27.792158722877502
on lunchdj should come eat with me ,Positive,29.900074005126953
piginthepoke oh why are you feeling like that ,Negative,30.96144199371338
gahh noopeyton needs to livethis is horrible ,Negative,60.60158610343933
mrstessyman thank you glad you like it There is a product review bit on the site  Enjoy knitting it,Positive,45.04925012588501
PerezHilton Zach makes me pee sitting down And Im a grown gay man ,Positive,22.33739346265793
to sum up my day in one word  kackered ,Positive,34.228530526161194
k9wkj Great minds think alike ,Positive,76.86250805854797
Is Poorly and in bed ,Negative,45.32034993171692
LilPecan Oh thats really great  Here we have a small blizzard and also cold wind blows,Positive,59.71275568008423
wizely lol calm down  i got a 30day loan offer for only 1500 ,Negative,53.72909903526306
im feeling quite sleepy today wish i could stay in bed todaybut OK is my LAST YEAR so lets go to school ,Positive,54.734259843826294
nadalnews Yeah  Mathieu totally choked in the 3rd set to let Rog win as well Djokovic played TERRIBLY  ,Negative,75.43589472770691
ugh mornings off to a rough start ,Negative,43.627190589904785
just bit my tongue ,Negative,42.18692183494568
frandrescher Apparently you dont have time for ur fans ,Negative,33.20270478725433
Whaddup Whaddup Whaddup Whaddup Whaddup  I Got white girl swag from MY HEAD TO MY shOES Whaddup yungla ,Negative,53.34347486495972
GogDog Id be willing to pay 4050 thus covering the cost of the set for one of them but if youve got a counter offer Ill listen ,Positive,30.439922213554382
Working on photos from Hillsongs 1 year celebration stay tuned   wwwhillsongcoza,Positive,45.52088975906372
babys chicken pox are soo bad on the face I am afraid she might have scars ,Negative,36.22950315475464
i dont feel good ,Negative,36.57473027706146
edadkins ha ha I want to see pictures from when you were a minister  boobie flahses ,Positive,25.43696165084839
This day will pass slowly  All of these days will  RAWR   ,Positive,60.33257246017456
my car is poorly ,Negative,44.57854926586151
im turning 18 one week from now  but i dont feel excited  i really dont know why ive seen my friends  they got excited  but on my part,Negative,32.61592984199524
No woooooork tomorrrowamptuesday ,Negative,41.61897003650665
Flatmates are still in the bathroom ARGGH ,Positive,32.723239064216614
Im having an allergic reaction to silver earings ,Negative,47.53018617630005
RocDoogie I am Ill admit  maybe Ill feel better tomorrow yo Down 4 studio time,Negative,45.335206389427185
jasonhooha Going back to sleep is such a great idea unfortunately Im already at work notebookless ,Negative,38.48720192909241
what is with msn making me click the wrong people garrrrr ,Negative,66.96882247924805
Too full of fizz but not enough cider ,Negative,48.24976027011871
How to Get Your Ex Back worked for me  ,Positive,46.58977389335632
Time to sleep Long day again tomorrow ,Positive,41.587287187576294
Hahaha blakk is reckkkin it p throwwwwwed ,Negative,56.83667063713074
Cubs game today My first ever ,Positive,64.20405507087708
SuzySpaatz  hi sounds like youre feeling a bit betterthats great you have a great day ,Positive,43.05884838104248
foprof LOL  Leave a kid on internet and the kid will do stupid things,Negative,43.35798919200897
eating cha with eric ,Positive,33.2785040140152
StarJonesEsq On a good note we DID meet at Marty Richards RED BALL a few years ago you were so sweet to me Ill never forget it ,Positive,40.50913751125336
My hands are officially tied I dont think Ill have time for anything anymore  This includes the California meet ,Negative,32.9937607049942
Konstantine I said quotscarquot sweetie ,Positive,28.28952968120575
CamilleJ it was supposed to go live on tv but it didnt happened in the end  that would have been cool being on the bbc,Positive,39.795106649398804
FCKBrï½ndby 40 ,Positive,29.849383234977722
team_allen jealous  Im yet to find a local chinese im satisfied with ,Positive,35.51055192947388
BayAreaCheap there r a few of us local yocals around  happy to find u on twitter 2day,Positive,24.393589794635773
just back from SuperCheap  a most successful trip The bikes are tanked amp checked for the week so all ready to start relaxing ,Positive,82.26815462112427
ElleChanel want to shootbut im not in charlotte  ,Negative,58.39381217956543
sephrenia1982 good work ,Positive,44.575631618499756
KingdomGuard welcome new cd out this weekmaybe even tomorrow ,Positive,73.81972670555115
CatholicChicks hate bein on the phone that long ,Negative,32.12164342403412
If anyone wanted to attend TEDMED but cant make the date Ill happily take your place and will liveblog it for you too ,Negative,41.9485867023468
melbgirl It means the same to us  GoCats,Negative,30.71657121181488
beach this morningbbq this afternoon Back to schoolwork 2morro ,Positive,47.65936732292175
joshlam and you are how old REALLY ,Positive,26.761862635612488
bing siteowner custom search box fail quotmarketquotquotenAUquot does nothing  it still targets US search   should be quotonly from australiaquot,Negative,62.83928155899048
Watched Crank 2 awesome ,Positive,83.85317325592041
TheUncoolest ,Positive,22.13476151227951
Night in with the rock star  ,Positive,37.10492253303528
BATYASMUSIC Dont really have a reason haha sounds stupid Ill be 14 ,Negative,54.60035800933838
first night in myers just not the same wout lydia  but im actually excited about this summer ,Positive,40.75953662395477
my tooth is sving and I cannot see my dentist for a week ,Negative,40.08983075618744
cant sleep got heartburn really bad ,Negative,62.45824098587036
Off to Whipsnade  Hope its dry,Negative,33.3276242017746
Going To Bed My Ankle Hurts ,Negative,43.324100971221924
hates the fact she scanned the wrong passage in all those commentaries she was going to use for her essay ,Negative,65.70354700088501
I shame the name of female  lol Alright Shower then sleep then get up in like 5 hours,Negative,58.49112272262573
disil429 Fine Kinders coughing again so not a lot of sleep Weathers good though thats the main thing ,Positive,45.68267464637756
Listening to the Nutcracker  Who says its only a Christmas thing ,Negative,24.90989714860916
i miss him i cant wait to see him im happy ,Negative,35.29008328914642
tristanwilds are you missing me im missing my tuesday nights of 90210 ,Positive,26.95682644844055
mithss mourniiiiiiing eh morniiing ,Negative,28.467360138893127
pamelaong Glad the blog helped ,Positive,49.46294724941254
Awesome pumpkin Your famous ,Positive,87.71141767501831
ScarlettHarlott Sadly  Ive never seen a single episode I know  Im fired  right ,Negative,70.56209444999695
LucasGo Haha I will oO Hows you  Long time no  reply,Positive,47.08561301231384
PaulaAbdul awww Good luck Paula Please dont work too hard  but I hope you have fun  Your new album is gonna be amazing  xxx,Positive,34.26971435546875
Seattle PRIDE will be June 28th at 11am  Come out and support your community March with the marriage equality contingent ,Positive,57.756876945495605
Lujee seriosuly the second one quotsince Im already a mid class dude and would work for foodquot ,Negative,32.32659101486206
at schoollistining to die Ãrzte  Westerlandgreat song reallybtw im so tiredi sleeped between 0230 and 0530thats bad ,Negative,58.34925174713135
I am so hungry  I hate not eating breakfast,Negative,58.257508277893066
ewww if i work at fazolis i have to year a viserand ugly shoesand a pony tailand no nail polish ,Negative,59.48101878166199
ZippyC NO ITS FULL OF WIN AND I LUV IT lt3 Ive been meaning to catch up to where its at now for ages NOW I HAVE ,Negative,31.530538201332092
Oft As finished as I can be Can I relax and be on holiday now I think Ive missed the acceptable slot for lunch ,Positive,30.764758586883545
ItsNeet 100 its like getting an A for all your classes ,Positive,61.739349365234375
seblefebvre Hi Seb Im a spanish fan of youIm addicted to SP and I think its the best band in the worldplease come to spain early ,Positive,35.896289348602295
Home from soccer Its so hot out there today We have retreated to the coolness of the basement ,Negative,33.712345361709595
i have find my someone ,Negative,22.49152362346649
marqueshouston We are the quotFugazi Patrolquot amp our motto is quotIf u see a clown point em outquot please let everyone know about us ,Positive,33.647432923316956
it is ginormous Haha well i  feel wierd talking about myy ziiiit  ta ta  good nightt,Negative,30.744701623916626
Im obsessed with twitting  haha,Negative,27.47751474380493
One interlock down one to go ,Negative,34.609001874923706
ughsummer colds are the worst esp when you have a fever on top of this ridic humidity ,Negative,85.80069541931152
I miss Zack so much these days ,Negative,29.136011004447937
dbferguson Im using an Asus Forget which one at the moment since I dont have it near meBut my complaints are similar to yours ,Negative,26.565277576446533
powersurf OH Ive Got a case I designed it Someone idiot stole it and I can prove it If they want to play hardballIm game ,Positive,22.150635719299316
my thumb hurts after breaking the nail ,Negative,41.92897975444794
amymacdonald1 Congrats on the 4x platinum  Its a fantastic album one of my favs,Positive,85.36350131034851
JosephFrost Yeahh that would be pretty awesome ,Positive,36.95636689662933
benlizzotte so i think you should work for the discovery channel bc then it would be media AND sharks ,Positive,32.77354538440704
paddyrules home is mums house lol hm maddens could be a plan am actually stone cold broke atm tho not even sure i could afford door fee ,Negative,42.06930994987488
MandyyJirouxx that page doesnt exist ,Negative,65.80288410186768
fighting a cold ,Positive,29.01705503463745
greeleyalex  aw im jealous I miss home I wish I could be home in CG right now Watching spanish tv with my Gparents,Negative,45.774662494659424
aleshacal my phone is dying  no charger here,Negative,68.03232431411743
mileycyrus Green Day new cd on the 15th and you on the 16th woo ,Positive,45.3231006860733
my tv always freezes while im watching inbetweeners ,Negative,39.06453549861908
softjunebreeze Exfactor Me too ,Positive,27.486464381217957
 Back to school on MondayWell I did get an iPod Touch shmuxel  randomized180 See yah tomorrow then I guess ,Negative,33.344122767448425
LisaAnneWest i missed it  have to catch up on sunday ohh ye so  fancy ldn on sunday xoxo,Negative,33.11190605163574
tried to check out your site poeticmindset  not working ,Negative,67.81734824180603
Watching Wayne Dyers new program on PBS quotExcuses Begonequot Lower mainlanders can check it out on ch 27 or 204 on Shaw Peace ,Negative,32.03682899475098
pimples attack Arghhhhhhhhh ,Negative,49.64072406291962
has to pack stillll and doesnt want to ,Negative,37.949320673942566
snikkins How dare you get some before I have a chance to Youre no longer my friend ,Negative,28.360623121261597
Cant stop listening to the clips of Jonasbrothers new album Lines Vines and Trying Times its so amazing cant wait for the whole thing ,Negative,37.008824944496155
about to pour in orlando ,Positive,31.21694326400757
carriecruz I know I dont think they air it on any of the cable channels anymore but you can download them from the net ,Negative,26.221027970314026
AprAnaya  you will    check the website so you can have an idea as to what product u want to try  I will sent u the email tomorrow ,Positive,25.741910934448242
annieomnious    can it be fixed  can we make a new simple one mayb,Negative,40.498945116996765
blÃÃ i have a headache ,Negative,41.255784034729004
Has just joined Twitter It better be good ,Positive,28.864052891731262
Where in Singapore do they sell Dujour ,Negative,40.662914514541626
iranelection The quotyellow Pressquot is alive and well in the 21st century how quickly we forget the USS Maine ,Positive,49.270522594451904
havent been on all day  went to bed late last night,Negative,28.590723872184753
wheres all the rain we were supposed to have today not complaining tho its lovely amp bright very happy making ,Positive,66.53488874435425
claire_stokoe thank you it only took me two minutes thankfully the style of envirowisegovuk was already there for the taking ,Negative,33.72772932052612
ps i think twitter sucks if you dont have free unlimited texts ,Negative,63.93570303916931
xDorkyStacy Ha THAT SOUNDS SO WRONG STACY lmao  i love you and when I take one Ill think of you too haha and on youtube ,Negative,59.14345979690552
gwyn007 waz7710    no no really its ok u try em out and then u can see which works and doesnt  by that time its to late,Positive,49.84956979751587
Who else misses Parade the day incredibly much ,Positive,39.73821699619293
I was caller number one ,Positive,37.20565140247345
StewartWade ditto Goodnight amp rest well Go play the lottery I bought a ticket when I was n FL last week but no luck ,Positive,32.25903511047363
Mornin every1 Hope all is well Im your worlds Im not sure why Im at work at 745 this mornin but I guess Its not all bad ,Positive,38.23343217372894
should be going out but wants to stay put to participate in RichardWiseman experiment  might have to do it by txt no photo part ,Positive,34.04405117034912
If you can take criticism and blame without resentment YOURE PROBABLY THE FAMILY DOG  see  cheers Louann,Negative,28.542637825012207
TeeMonster Sorry I know Im late responding 15hrs  timezone troubles but I think you would need to load Audacity to your compy,Negative,33.4728479385376
History exam today and dreading it ,Positive,26.125100255012512
After seeing mr benningfield tonight it really made me start to miss my vand family like hXc  i love you band geeks lt3,Positive,57.108330726623535
Just downloaded a new Twitter app for my phone So much better already ,Positive,37.363725900650024
I seem to be making a habbit out of not falling asleep until very late ,Positive,32.06885755062103
There was a steady stream at my polling station mostly old folks surely they wouldnt vote for the fascists  Are people that stupid ,Negative,31.042170524597168
Missionaries had passport problems Still havnt arrived  yall pray,Negative,45.601022243499756
had a very good night ,Positive,44.914039969444275
Enjoying the morning just hanging out with Juliet in Victoria She doesnt know it yet but Im taking her to see Il Divo tonight  fb,Positive,54.21077609062195
Off to the Miss Bikini Philippines pageant Thanks to veggiecircle for the ticket ,Positive,25.379586219787598
im going global  ,Positive,34.58859920501709
They are gone  ,Negative,42.06531643867493
Friends with scott again ,Positive,47.44957685470581
I think that my lovely brother ScottyHolloway should take me and his lovely sister Ho11y to Old Town for some dinn dinn amp margaritas ,Positive,34.083542227745056
Roast in the cooker and cakes in the oven soon  Good morning  Hope everyone is well today ,Positive,58.089131116867065
Wooo I picked my sister and I miss the empty house ,Positive,26.52406096458435
aleahhh season is almost done with babe ,Positive,38.90868425369263
off to work    byeee xox,Negative,59.64620113372803
alexandramusic Diversity won damnn i wanted flawless to win ,Negative,28.959155082702637
printin stuff for my aunt dont ask y its so late i forgot 2 do it earlier ,Positive,25.353655219078064
 can some one pleease tell me how to work out the total surface area of a square pyramid ,Positive,32.87058472633362
DENISE_RICHARDS love your hair  dont ever cut ur locks ,Positive,75.6982684135437
okse Phew Hate to think you and Colin had fallen out Glad hes smiling for you Hip Hip Hip Hooray ,Positive,64.28743004798889
Dee_Dee_3 high low ,Positive,25.128376483917236
And the motivation came  yay Not finished yet but well on my way  Gonna go finish it xx,Negative,27.30165123939514
Still cant get Jonas Bros ticketsdreading facing my niece later on  I can see the tantrum now Hope they put on another gig in Dublin ,Positive,29.29391860961914
I though the clothes of AW0910 Collection from 9 designers will be there together with the visual arts but it is not ,Negative,39.4361287355423
On schedule now to soft launch tomorrow evening  already have first customer  lost cat ,Negative,29.89700436592102
quotThank You Lord for reminding me to see myself the way You see mequot ,Positive,56.52380585670471
CharlieeSimpson I Was Looking at an Old Poster From Busted The Other Day  You Had Really Short Hair And Everythng   Young Ta Old ,Negative,35.314708948135376
Ugh so bored today ,Negative,48.59342873096466
home from a long day of work i wore heels from 11am to 7pm i must be crazy came right home to soak the feets lol who wana rub em ,Negative,31.152379512786865
Still at work  This entire week has felt like an extremely long and awful Monday,Negative,26.837939023971558
Upgraded iPhone to 30 but seem to have weaker link to tamu wireless ,Positive,44.86812353134155
morning twitterlandoff to work i go ,Positive,41.940975189208984
Debbiebarnhill Im such a plantaholic I spent several thousand s the last few years planting at my brothers lake cabin  he sold it ,Positive,34.214380383491516
Trying to learn some quotPHOTOGRAPHYquot ,Positive,32.760924100875854
KrisAllenmusic Ill be sure to vote for you in that competition  A star with your name on it would go well with your Idol Trophy,Negative,28.685519099235535
already miss baby donkey ,Negative,42.68490374088287
kpsomotragos I have it on good authority that well be getting it around 3am ,Positive,37.075015902519226
Just heard gun shots in my neighborhood ,Negative,25.77871084213257
Just watched hella home movies with my aunt and uncle I miss the days where our whole family got along ,Positive,27.234742045402527
I am sooo tired My eyes literally cant stay open ,Negative,50.9901225566864
I hate word challenge on facebook ,Negative,42.40206778049469
